,user_num-mean,like_mean-mean,emo1-mean,emo1_r-mean,emo2-mean,emo2_r-mean,emo3-mean,emo3_r-mean,emo4-mean,emo4_r-mean,emo5-mean,emo5_r-mean,emo6-mean,emo6_r-mean,emo7-mean,emo7_r-mean,all_num-mean,y-mean,user_num-1,like_mean-1,emo1-1,emo1_r-1,emo2-1,emo2_r-1,emo3-1,emo3_r-1,emo4-1,emo4_r-1,emo5-1,emo5_r-1,emo6-1,emo6_r-1,emo7-1,emo7_r-1,all_num-1,user_num-2,like_mean-2,emo1-2,emo1_r-2,emo2-2,emo2_r-2,emo3-2,emo3_r-2,emo4-2,emo4_r-2,emo5-2,emo5_r-2,emo6-2,emo6_r-2,emo7-2,emo7_r-2,all_num-2,user_num-3,like_mean-3,emo1-3,emo1_r-3,emo2-3,emo2_r-3,emo3-3,emo3_r-3,emo4-3,emo4_r-3,emo5-3,emo5_r-3,emo6-3,emo6_r-3,emo7-3,emo7_r-3,all_num-3,y1,y2,y3,y
0,4135,226.8361732,1675,0.305637291,1766.666667,0.316786737,612.6666667,0.107521285,477.3333333,0.083352335,568.3333333,0.098713529,108,0.018092272,393.3333333,0.06989655,5601.333333,15389,3581,271.7590039,1912,0.393496604,1643,0.338135419,369,0.075941552,291,0.059888866,302,0.062152706,21,0.004321877,321,0.066062976,4859,4308,218.9917568,1779,0.305512622,1773,0.304482226,795,0.136527563,452,0.077623218,574,0.098574618,55,0.009445303,395,0.06783445,5823,4516,189.7577589,1334,0.217902646,1884,0.307742568,674,0.11009474,689,0.11254492,829,0.135413264,248,0.040509637,464,0.075792225,6122,26078,6889,13200,10531
1,3689.333333,321.07852,1725.666667,0.347956274,1505,0.29922174,688.3333333,0.140522118,359.6666667,0.071829471,352.6666667,0.067654834,30.66666667,0.00582678,335,0.066988784,4997,10206.66667,3179,472.4847993,1486,0.344859596,1099,0.255047575,901,0.209097238,336,0.077976329,182,0.042237178,16,0.003713159,289,0.067068926,4309,3581,271.7590039,1912,0.393496604,1643,0.338135419,369,0.075941552,291,0.059888866,302,0.062152706,21,0.004321877,321,0.066062976,4859,4308,218.9917568,1779,0.305512622,1773,0.304482226,795,0.136527563,452,0.077623218,574,0.098574618,55,0.009445303,395,0.06783445,5823,6889,13200,10531,4955
2,3266.666667,350.9272736,1779,0.408310285,1267.666667,0.286477142,561.3333333,0.129642792,282.3333333,0.064357407,201.3333333,0.044834269,18.33333333,0.004183991,274.3333333,0.062194114,4384.333333,9562,3040,308.5380176,1939,0.486574655,1061,0.266248432,414,0.103889586,220,0.055207026,120,0.030112923,18,0.004516939,213,0.053450439,3985,3179,472.4847993,1486,0.344859596,1099,0.255047575,901,0.209097238,336,0.077976329,182,0.042237178,16,0.003713159,289,0.067068926,4309,3581,271.7590039,1912,0.393496604,1643,0.338135419,369,0.075941552,291,0.059888866,302,0.062152706,21,0.004321877,321,0.066062976,4859,13200,10531,4955,5572
3,3099.666667,332.8064878,1615,0.395596536,1148.666667,0.281039276,568,0.136778057,277,0.067334058,147.6666667,0.035878462,16.33333333,0.003994617,324,0.079378994,4096.666667,7019.333333,3080,217.3966466,1420,0.355355355,1286,0.321821822,389,0.097347347,275,0.068818819,141,0.035285285,15,0.003753754,470,0.117617618,3996,3040,308.5380176,1939,0.486574655,1061,0.266248432,414,0.103889586,220,0.055207026,120,0.030112923,18,0.004516939,213,0.053450439,3985,3179,472.4847993,1486,0.344859596,1099,0.255047575,901,0.209097238,336,0.077976329,182,0.042237178,16,0.003713159,289,0.067068926,4309,10531,4955,5572,6117
4,2923.333333,288.9528732,1659.666667,0.431061164,1203,0.313200762,345.3333333,0.088713147,219.6666667,0.056569432,115.3333333,0.029691696,14,0.003592552,300,0.077171246,3857,5548,2650,340.9239554,1620,0.451253482,1262,0.351532033,233,0.064902507,164,0.045682451,85,0.02367688,9,0.002506964,217,0.060445682,3590,3080,217.3966466,1420,0.355355355,1286,0.321821822,389,0.097347347,275,0.068818819,141,0.035285285,15,0.003753754,470,0.117617618,3996,3040,308.5380176,1939,0.486574655,1061,0.266248432,414,0.103889586,220,0.055207026,120,0.030112923,18,0.004516939,213,0.053450439,3985,4955,5572,6117,8663
5,3005.666667,282.2649792,1307.333333,0.336238998,1475,0.367821282,325.6666667,0.081199081,278.3333333,0.068414569,140.3333333,0.034548647,14,0.003461791,442.6666667,0.108315631,3983.333333,6784,3287,288.4743355,882,0.202108158,1877,0.430109991,355,0.081347388,396,0.090742438,195,0.044683776,18,0.004124656,641,0.146883593,4364,2650,340.9239554,1620,0.451253482,1262,0.351532033,233,0.064902507,164,0.045682451,85,0.02367688,9,0.002506964,217,0.060445682,3590,3080,217.3966466,1420,0.355355355,1286,0.321821822,389,0.097347347,275,0.068818819,141,0.035285285,15,0.003753754,470,0.117617618,3996,5572,6117,8663,7216
6,2952.666667,327.707875,1309,0.339832434,1459,0.366576804,305,0.076756131,293,0.072795963,112.6666667,0.02775434,11.66666667,0.002895706,458.3333333,0.113388621,3948.666667,7332,2921,353.725334,1425,0.366135663,1238,0.318088386,327,0.084018499,319,0.081963001,58,0.014902364,8,0.002055498,517,0.132836588,3892,3287,288.4743355,882,0.202108158,1877,0.430109991,355,0.081347388,396,0.090742438,195,0.044683776,18,0.004124656,641,0.146883593,4364,2650,340.9239554,1620,0.451253482,1262,0.351532033,233,0.064902507,164,0.045682451,85,0.02367688,9,0.002506964,217,0.060445682,3590,6117,8663,7216,4877
7,2938,362.2510645,1284,0.325874596,1563.666667,0.388597481,320.6666667,0.079852575,291,0.071523611,98.33333333,0.023571639,10.33333333,0.00250167,442,0.108078428,4010,6918.666667,2606,444.5535241,1545,0.409379968,1576,0.417594065,280,0.074191839,158,0.041865395,42,0.011128776,5,0.001324854,168,0.044515103,3774,2921,353.725334,1425,0.366135663,1238,0.318088386,327,0.084018499,319,0.081963001,58,0.014902364,8,0.002055498,517,0.132836588,3892,3287,288.4743355,882,0.202108158,1877,0.430109991,355,0.081347388,396,0.090742438,195,0.044683776,18,0.004124656,641,0.146883593,4364,8663,7216,4877,6514
8,2861.666667,425.4096988,1527.333333,0.360951985,1789.666667,0.407604351,277.3333333,0.067036112,216,0.052143625,51,0.012045334,4.666666667,0.001190337,437.6666667,0.099028257,4303.666667,6202.333333,3058,477.9502383,1612,0.307340324,2555,0.487130601,225,0.042897998,171,0.032602479,53,0.010104862,1,0.000190658,628,0.119733079,5245,2606,444.5535241,1545,0.409379968,1576,0.417594065,280,0.074191839,158,0.041865395,42,0.011128776,5,0.001324854,168,0.044515103,3774,2921,353.725334,1425,0.366135663,1238,0.318088386,327,0.084018499,319,0.081963001,58,0.014902364,8,0.002055498,517,0.132836588,3892,7216,4877,6514,5147
9,2753,394.0311743,1376,0.310026664,2087.666667,0.457731045,340.3333333,0.076823837,218.6666667,0.048773405,98.33333333,0.021726674,6.333333333,0.001457342,396,0.083461033,4523.333333,5512.666667,2595,259.5897605,971,0.213359701,2132,0.468468468,516,0.113381674,327,0.07185234,200,0.043946385,13,0.002856515,392,0.086134915,4551,3058,477.9502383,1612,0.307340324,2555,0.487130601,225,0.042897998,171,0.032602479,53,0.010104862,1,0.000190658,628,0.119733079,5245,2606,444.5535241,1545,0.409379968,1576,0.417594065,280,0.074191839,158,0.041865395,42,0.011128776,5,0.001324854,168,0.044515103,3774,4877,6514,5147,5304
